PropID,City,State,Property Type,Servicer,Servicer Type,Loan Type,UnPaid Balance,Current Prop Value,Loan Status
1774,Miami,FL,CO,BofA,Bank,ARM,150121,200000,0
1775,Miami,FL,MF,Fifth Third,Thrift,FR,550000,650000,0
1776,Miami,FL,CO,Fifth Third,Thrift,FR,192172,171171,60
1777,Miami,FL,MF,BofA,Bank,FR,150121,230000,0
1778,Miami,FL,CO,National City,Bank,FR,550000,545545,30
1779,Miami,FL,MF,EDS CU,Credit Union,ARM,250638,275977,0
1780,Miami,FL,MF,National City,Bank,FR,240287,200000,60
1781,Miami,FL,SFA,EDS CU,Credit Union,FR,325924,340000,0
1782,Miami,FL,SFA,Wells,Bank,FR,550000,449533,90
1783,Miami,FL,CO,First Horizon,Mtg Company,FR,192172,175123,30
1784,Miami,FL,SFA,First Horizon,Mtg Company,FR,192172,170000,60
1785,Miami,FL,SFA,Wells,Bank,FR,240287,200000,60
1786,Miami,FL,MF,BofA,Bank,ARM,192172,175000,30
1787,Miami,FL,SFA,Fifth Third,Thrift,FR,240287,296515,0
1788,Miami,FL,SFA,BofA,Bank,ARM,150121,145000,30
1788,Miami,FL,SFA,BofA,Bank,ARM,150121,145000,90
1789,Miami,FL,CO,Fifth Third,Thrift,ARM,550000,475000,60
1790,Miami,FL,SFA,Fifth Third,Thrift,ARM,192172,180000,60
1790,Miami,FL,SFA,Fifth Third,Thrift,ARM,192172,180000,REO
1791,Miami,FL,CO,BofA,Bank,ARM,150121,175000,30
1792,Miami,FL,MF,BofA,Bank,FR,550000,700000,0
1793,Miami,FL,SFA,Fifth Third,Thrift,ARM,250638,275977,0
1794,Miami,FL,CO,EDS CU,Credit Union,FR,240287,296515,REO
1795,Miami,FL,CO,National City,Bank,FR,150121,101982,90
1796,Miami,FL,CO,BofA,Bank,ARM,550000,500000,0
1797,Miami,FL,MF,Fifth Third,Thrift,FR,192172,165000,60
1798,Miami,FL,CO,First Horizon,Mtg Company,FR,150121,120000,90
1799,Miami,FL,MF,Wells,Bank,FR,550000,470000,60
1800,Miami,FL,CO,Wells,Bank,FR,250638,275977,0
1801,Miami,FL,MF,First Horizon,Mtg Company,ARM,240287,296515,0
1802,Miami,FL,CO,Fifth Third,Thrift,FR,325924,310281,60
1803,Miami,FL,MF,BofA,Bank,FR,550000,449533,90
1804,Miami,FL,MF,Wells,Bank,FR,192172,180000,60
1805,Miami,FL,SFA,First Horizon,Mtg Company,FR,150121,125000,60
1806,Miami,FL,SFA,PHH,Mtg Company,FR,550000,525000,30
1807,Miami,FL,CO,Chase,Bank,FR,192172,196481,0
1808,Miami,FL,SFA,Chase,Bank,ARM,240287,296515,0
1809,Miami,FL,SFA,PHH,Mtg Company,FR,325924,219316,30
1810,Miami,FL,MF,First Horizon,Mtg Company,ARM,250638,275977,0
1811,Miami,FL,SFA,Wells,Bank,ARM,192172,196481,30
1812,Miami,FL,SFA,Chase,Bank,ARM,150121,101982,30
1813,Miami,FL,CO,PHH,Mtg Company,ARM,550000,449533,90
1814,Miami,FL,SFA,National City,Bank,FR,192172,160000,60
1815,Miami,FL,CO,EDS CU,Credit Union,ARM,240287,296515,0
1816,Miami,FL,MF,EDS CU,Credit Union,FR,325924,310281,60
1817,Miami,FL,SFA,National City,Bank,FR,250638,275977,0
1818,Miami,FL,CO,PHH,Mtg Company,ARM,192172,150505,60
1819,Miami,FL,CO,Chase,Bank,FR,150121,101982,30
1820,Miami,FL,CO,EDS CU,Credit Union,FR,550000,449533,90
1821,Miami,FL,MF,National City,Bank,FR,192172,196481,30
1822,Miami,FL,MF,Fifth Third,Thrift,ARM,150121,101982,30
1823,Nashville,TN,CO,EDS CU,Credit Union,ARM,325924,310281,60
1824,Nashville,TN,SFA,EDS CU,Credit Union,FR,250638,275977,0
1825,Nashville,TN,SFA,BofA,Bank,FR,240287,296515,0
1826,Nashville,TN,CO,BofA,Bank,ARM,150121,101982,30
1826,Nashville,TN,CO,BofA,Bank,ARM,150121,101982,90
1827,Nashville,TN,CO,Fifth Third,Thrift,FR,550000,449533,60
1828,Nashville,TN,SFA,National City,Bank,FR,192172,169000,60
1829,Nashville,TN,MF,Wells,Bank,FR,150121,101982,90
1830,Nashville,TN,MF,Wells,Bank,FR,550000,449533,60
1831,Nashville,TN,MF,First Horizon,Mtg Company,FR,250638,275977,0
1832,Nashville,TN,MF,BofA,Bank,FR,240287,296515,REO
1833,Nashville,TN,MF,Chase,Bank,ARM,150121,200000,0
1834,Nashville,TN,SFA,Chase,Bank,ARM,550000,650000,0
1835,Nashville,TN,CO,PHH,Mtg Company,FR,192172,171171,60
1836,Nashville,TN,SFA,Wells,Bank,FR,150121,230000,0
1837,Nashville,TN,SFA,EDS CU,Credit Union,ARM,550000,545545,30
1838,Nashville,TN,CO,EDS CU,Credit Union,FR,250638,275977,0
1839,Nashville,TN,CO,National City,Bank,FR,240287,200000,60
1840,Nashville,TN,SFA,Chase,Bank,FR,325924,340000,0
1841,Nashville,TN,MF,Fifth Third,Thrift,FR,550000,449533,90
1842,Nashville,TN,MF,Fifth Third,Thrift,FR,192172,175123,30
1843,Nashville,TN,MF,BofA,Bank,FR,240287,296515,0
1844,Nashville,TN,MF,EDS CU,Credit Union,ARM,150121,160000,30
1844,Nashville,TN,MF,EDS CU,Credit Union,ARM,150121,160000,90
1845,Nashville,TN,MF,National City,Bank,ARM,550000,650000,60
1846,Nashville,TN,SFA,EDS CU,Credit Union,FR,192172,196481,60
1846,Nashville,TN,SFA,EDS CU,Credit Union,FR,192172,196481,REO
1847,Nashville,TN,CO,PHH,Mtg Company,FR,150121,175000,30
1848,Nashville,TN,SFA,PHH,Mtg Company,ARM,550000,700000,0
1849,Nashville,TN,SFA,BofA,Bank,FR,250638,275977,0
1850,Nashville,TN,CO,Fifth Third,Thrift,FR,240287,296515,REO
1851,Nashville,TN,CO,National City,Bank,FR,150121,101982,90
1852,Nashville,TN,SFA,National City,Bank,FR,550000,555555,0
1853,Nashville,TN,MF,Wells,Bank,FR,192172,196481,0
1854,Nashville,TN,MF,First Horizon,Mtg Company,FR,150121,210000,30
1854,Nashville,TN,MF,First Horizon,Mtg Company,FR,150121,210000,90
1855,Nashville,TN,MF,BofA,Bank,ARM,550000,605000,60
1856,Nashville,TN,MF,BofA,Bank,ARM,250638,275977,0
1857,Nashville,TN,MF,Chase,Bank,FR,240287,296515,REO
1858,Nashville,TN,SFA,PHH,Mtg Company,FR,325924,310281,60
1859,Nashville,TN,CO,Wells,Bank,ARM,550000,449533,90
1860,Nashville,TN,SFA,Wells,Bank,FR,192172,196481,60
1861,Nashville,TN,SFA,EDS CU,Credit Union,FR,150121,210000,0
1862,Nashville,TN,CO,National City,Bank,FR,550000,570200,0
1863,Nashville,TN,CO,Chase,Bank,FR,192172,196481,0
1864,Nashville,TN,SFA,Chase,Bank,FR,240287,296515,0
1865,Nashville,TN,MF,PHH,Mtg Company,FR,325924,219316,30
1866,Nashville,TN,MF,Chase,Bank,ARM,250638,275977,0
1867,Nashville,TN,MF,First Horizon,Mtg Company,ARM,192172,196481,30
1868,Nashville,TN,MF,Chase,Bank,FR,150121,101982,30
1869,Nashville,TN,MF,National City,Bank,FR,550000,449533,90
1870,Nashville,TN,SFA,EDS CU,Credit Union,ARM,192172,160000,60
1871,Nashville,TN,CO,PHH,Mtg Company,FR,240287,296515,0
1872,Nashville,TN,SFA,EDS CU,Credit Union,FR,325924,310281,60
1873,Nashville,TN,SFA,BofA,Bank,FR,250638,275977,0
1874,Nashville,TN,CO,Fifth Third,Thrift,FR,192172,196481,60
1875,Nashville,TN,CO,National City,Bank,FR,150121,101982,30
1876,Nashville,TN,SFA,Fifth Third,Thrift,FR,550000,449533,90
1877,Nashville,TN,MF,Wells,Bank,ARM,192172,196481,30
1878,Nashville,TN,MF,First Horizon,Mtg Company,ARM,150121,101982,30
1879,Nashville,tn,MF,BofA,Bank,FR,325924,310281,0
1880,Nashville,tn,MF,First Horizon,Mtg Company,FR,250638,275977,0
1881,Nashville,TN,MF,Chase,Bank,ARM,240287,296515,0
1882,Nashville,TN,SFA,PHH,Mtg Company,FR,150121,101982,30
1882,Nashville,tn,SFA,PHH,Mtg Company,FR,150121,101982,90
1883,Nashville,TN,CO,Wells,Bank,FR,550000,449533,60
1884,Nashville,TN,SFA,First Horizon,Mtg Company,FR,192172,196481,60
1885,Nashville,tn,SFA,First Horizon,Mtg Company,FR,150121,101982,90
1886,Nashville,TN,CO,Wells,Bank,FR,550000,449533,60
1887,Nashville,TN,CO,Fifth Third,Thrift,FR,250638,275977,0
1888,Nashville,TN,SFA,PHH,Mtg Company,ARM,240287,296515,REO
1889,Nashville,TN,MF,PHH,Mtg Company,ARM,150121,200000,0
1890,Nashville,TN,MF,Chase,Bank,FR,550000,650000,0
1891,Nashville,TN,MF,First Horizon,Mtg Company,FR,192172,196481,0
1892,Nashville,TN,MF,National City,Bank,ARM,150121,230000,0
1893,Nashville,TN,MF,National City,Bank,FR,550000,555000,30
1894,Nashville,TN,SFA,EDS CU,Credit Union,FR,250638,275977,0
1895,Nashville,TN,CO,PHH,Mtg Company,FR,240287,296515,REO
1896,Nashville,TN,SFA,BofA,Bank,FR,325924,340000,0
1897,Nashville,TN,SFA,BofA,Bank,FR,550000,449533,90
1898,Nashville,TN,CO,Fifth Third,Thrift,FR,192172,196481,30
1899,Nashville,TN,CO,National City,Bank,ARM,150121,215000,0
1900,Nashville,TN,SFA,Wells,Bank,ARM,550000,800000,0
1901,Nashville,TN,MF,First Horizon,Mtg Company,FR,192172,196481,0
1902,New Orleans,LA,SFA,Chase,Bank,ARM,240287,296515,0
1903,New Orleans,LA,SFA,Chase,Bank,FR,192172,196481,30
1904,New Orleans,LA,MF,National City,Bank,FR,240287,296515,0
1905,New Orleans,LA,SFA,National City,Bank,ARM,150121,160000,30
1905,New Orleans,LA,SFA,National City,Bank,ARM,150121,160000,90
1906,New Orleans,LA,SFA,EDS CU,Credit Union,FR,550000,650000,60
1907,New Orleans,LA,MF,PHH,Mtg Company,FR,192172,196481,60
1907,New Orleans,LA,MF,PHH,Mtg Company,FR,192172,196481,REO
1908,New Orleans,LA,CO,BofA,Bank,FR,150121,175000,30
1909,New Orleans,LA,CO,BofA,Bank,FR,550000,700000,0
1910,New Orleans,LA,CO,Fifth Third,Thrift,FR,250638,275977,0
1911,New Orleans,LA,CO,National City,Bank,ARM,240287,296515,REO
1912,New Orleans,LA,CO,Wells,Bank,ARM,150121,101982,90
1913,New Orleans,LA,MF,Wells,Bank,ARM,550000,555555,0
1914,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,192172,196481,0
1915,New Orleans,LA,SFA,BofA,Bank,FR,150121,210000,30
1915,New Orleans,LA,SFA,BofA,Bank,FR,150121,210000,90
1916,New Orleans,LA,MF,Chase,Bank,ARM,550000,605000,60
1917,New Orleans,LA,SFA,Chase,Bank,FR,250638,275977,0
1918,New Orleans,LA,SFA,PHH,Mtg Company,FR,240287,296515,REO
1919,New Orleans,LA,MF,Wells,Bank,FR,325924,310281,60
1920,New Orleans,LA,CO,EDS CU,Credit Union,FR,550000,449533,90
1921,New Orleans,LA,CO,EDS CU,Credit Union,FR,192172,196481,60
1922,New Orleans,LA,CO,National City,Bank,ARM,150121,210000,0
1923,New Orleans,LA,CO,Chase,Bank,ARM,550000,570200,0
1924,New Orleans,LA,CO,PHH,Mtg Company,ARM,192172,196481,0
1925,New Orleans,LA,MF,Chase,Bank,FR,240287,296515,0
1926,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,325924,219316,30
1927,New Orleans,LA,SFA,First Horizon,Mtg Company,ARM,250638,275977,0
1928,New Orleans,LA,MF,National City,Bank,FR,192172,196481,30
1929,New Orleans,LA,SFA,EDS CU,Credit Union,FR,150121,101982,30
1930,New Orleans,LA,SFA,PHH,Mtg Company,FR,550000,449533,90
1931,New Orleans,LA,MF,PHH,Mtg Company,FR,192172,160000,60
1932,New Orleans,LA,CO,BofA,Bank,FR,240287,296515,0
1933,New Orleans,LA,CO,Fifth Third,Thrift,ARM,325924,310281,60
1934,New Orleans,LA,CO,National City,Bank,ARM,250638,275977,0
1935,New Orleans,LA,CO,National City,Bank,ARM,192172,196481,60
1936,New Orleans,LA,CO,Wells,Bank,FR,150121,101982,30
1937,New Orleans,LA,MF,First Horizon,Mtg Company,FR,550000,449533,90
1938,New Orleans,LA,SFA,BofA,Bank,ARM,192172,196481,30
1939,New Orleans,LA,SFA,BofA,Bank,FR,150121,101982,30
1940,New Orleans,LA,MF,Chase,Bank,FR,325924,310281,0
1941,New Orleans,la,SFA,PHH,Mtg Company,FR,250638,275977,0
1942,New Orleans,LA,SFA,Wells,Bank,FR,240287,296515,0
1943,New Orleans,LA,MF,Wells,Bank,FR,150121,101982,30
1943,New Orleans,LA,MF,Wells,Bank,FR,150121,101982,90
1944,New Orleans,la,CO,First Horizon,Mtg Company,ARM,550000,449533,60
1945,New Orleans,LA,CO,Wells,Bank,ARM,192172,196481,60
1946,New Orleans,LA,CO,Fifth Third,Thrift,ARM,150121,101982,90
1947,New Orleans,LA,CO,Wells,Bank,FR,550000,449533,60
1948,New Orleans,La,CO,PHH,Mtg Company,FR,250638,275977,0
1949,New Orleans,La,MF,Chase,Bank,ARM,240287,296515,REO
1950,New Orleans,La,SFA,First Horizon,Mtg Company,FR,150121,200000,0
1951,New Orleans,La,SFA,Chase,Bank,FR,550000,650000,0
1952,New Orleans,La,MF,National City,Bank,FR,192172,196481,0
1953,New Orleans,La,SFA,EDS CU,Credit Union,FR,150121,230000,0
1954,New Orleans,La,SFA,PHH,Mtg Company,FR,550000,555000,30
1955,New Orleans,La,MF,EDS CU,Credit Union,ARM,250638,275977,0
1956,New Orleans,La,CO,BofA,Bank,ARM,240287,296515,REO
1957,New Orleans,La,CO,Fifth Third,Thrift,ARM,325924,340000,0
1958,New Orleans,La,CO,National City,Bank,FR,550000,449533,90
1959,New Orleans,La,CO,Fifth Third,Thrift,FR,192172,196481,30
1960,New Orleans,LA,CO,Wells,Bank,ARM,150121,215000,0
1961,New Orleans,LA,MF,First Horizon,Mtg Company,FR,550000,800000,0
1962,New Orleans,LA,SFA,BofA,Bank,FR,192172,196481,0
1963,New Orleans,LA,SFA,Fifth Third,Thrift,FR,240287,296515,0
1964,New Orleans,LA,MF,Fifth Third,Thrift,FR,150121,160000,30
1964,New Orleans,LA,MF,Fifth Third,Thrift,FR,150121,160000,90
1965,New Orleans,LA,SFA,BofA,Bank,FR,550000,650000,60
1966,New Orleans,LA,SFA,EDS CU,Credit Union,ARM,192172,196481,60
1966,New Orleans,LA,SFA,EDS CU,Credit Union,ARM,192172,196481,REO
1967,New Orleans,LA,MF,First Horizon,Mtg Company,ARM,150121,175000,30
1968,New Orleans,LA,CO,First Horizon,Mtg Company,ARM,550000,700000,0
1969,New Orleans,LA,CO,Wells,Bank,FR,250638,275977,0
1970,New Orleans,LA,CO,Fifth Third,Thrift,FR,240287,296515,REO
1971,New Orleans,LA,CO,PHH,Mtg Company,ARM,150121,101982,90
1972,New Orleans,LA,CO,PHH,Mtg Company,FR,550000,555555,0
1973,New Orleans,LA,MF,Chase,Bank,FR,192172,196481,0
1974,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,150121,210000,30
1974,New Orleans,LA,SFA,First Horizon,Mtg Company,FR,150121,210000,90
1975,New Orleans,LA,SFA,National City,Bank,FR,550000,605000,60
1976,New Orleans,LA,MF,National City,Bank,FR,250638,275977,0
1977,New Orleans,LA,SFA,EDS CU,Credit Union,ARM,240287,296515,REO
1978,New Orleans,LA,SFA,PHH,Mtg Company,ARM,325924,310281,60
1979,New Orleans,LA,MF,BofA,Bank,ARM,550000,449533,90
1980,New Orleans,LA,CO,BofA,Bank,FR,192172,196481,60
1981,New York,NY,MF,BofA,Bank,FR,150121,210000,0
1982,New York,NY,SFA,BofA,Bank,ARM,550000,570200,0
1983,New York,NY,SFA,BofA,Bank,FR,192172,196481,0
1984,New York,NY,MF,First Horizon,Mtg Company,FR,240287,296515,0
1985,New York,NY,SFA,Wells,Bank,FR,325924,219316,30
1986,New York,NY,CO,Fifth Third,Thrift,FR,250638,275977,0
1987,New York,NY,CO,Wells,Bank,FR,192172,196481,30
1988,New York,NY,SFA,PHH,Mtg Company,ARM,150121,101982,30
1989,New York,NY,CO,Chase,Bank,ARM,550000,449533,90
1990,New York,NY,CO,First Horizon,Mtg Company,FR,192172,160000,60
1991,New York,NY,SFA,Chase,Bank,FR,240287,296515,0
1992,New York,NY,MF,National City,Bank,FR,325924,310281,60
1993,New York,NY,MF,EDS CU,Credit Union,ARM,250638,275977,0
1994,New York,NY,SFA,PHH,Mtg Company,FR,192172,196481,60
1995,New York,NY,SFA,EDS CU,Credit Union,FR,150121,101982,30
1996,New York,NY,MF,BofA,Bank,FR,550000,449533,90
1997,New York,NY,SFA,Fifth Third,Thrift,FR,192172,196481,30
1998,New York,NY,CO,National City,Bank,FR,150121,101982,30
1999,New York,NY,CO,Fifth Third,Thrift,ARM,325924,310281,0
2000,New York,NY,SFA,Wells,Bank,ARM,250638,275977,0
2001,New York,NY,CO,First Horizon,Mtg Company,FR,240287,296515,0
2002,New York,NY,CO,BofA,Bank,FR,150121,101982,30
2002,New York,NY,CO,BofA,Bank,FR,150121,101982,90
2003,New York,NY,SFA,Fifth Third,Thrift,FR,550000,449533,60
2004,New York,NY,MF,Fifth Third,Thrift,ARM,192172,196481,60
2005,New York,NY,MF,BofA,Bank,FR,150121,101982,90
2006,New York,NY,SFA,EDS CU,Credit Union,FR,550000,449533,60
2007,New York,NY,SFA,First Horizon,Mtg Company,FR,250638,275977,0
2008,New York,NY,MF,First Horizon,Mtg Company,FR,240287,296515,REO
2009,New York,NY,SFA,Wells,Bank,FR,150121,200000,0
2010,New York,NY,CO,Fifth Third,Thrift,ARM,550000,650000,0
2011,New York,ny,CO,PHH,Mtg Company,ARM,192172,196481,0
2012,New York,NY,SFA,PHH,Mtg Company,FR,150121,230000,0
2013,New York,NY,CO,Chase,Bank,FR,550000,555000,30
2014,New York,ny,CO,First Horizon,Mtg Company,FR,250638,275977,0
2015,New York,NY,SFA,National City,Bank,ARM,240287,296515,REO
2016,New York,NY,MF,National City,Bank,FR,325924,340000,0
2017,New York,NY,MF,EDS CU,Credit Union,FR,550000,449533,90
2018,New York,NY,SFA,PHH,Mtg Company,FR,192172,196481,30
2019,New York,ny,SFA,BofA,Bank,FR,150121,215000,0
2020,New York,NY,MF,BofA,Bank,FR,550000,800000,0
2021,New York,NY,SFA,Fifth Third,Thrift,ARM,192172,196481,0
2022,New York,NY,CO,National City,Bank,ARM,240287,296515,0
2023,New York,NY,CO,EDS CU,Credit Union,FR,150121,160000,30
2023,New York,NY,CO,EDS CU,Credit Union,FR,150121,160000,90
2024,New York,ny,SFA,National City,Bank,FR,550000,650000,60
2025,New York,NY,CO,Chase,Bank,FR,192172,196481,60
2025,New York,NY,CO,Chase,Bank,FR,192172,196481,REO
2026,New York,Ny,CO,Chase,Bank,ARM,150121,175000,30
2027,New York,Ny,SFA,Fifth Third,Thrift,FR,550000,700000,0
2028,New York,Ny,MF,BofA,Bank,FR,250638,275977,0
2029,New York,Ny,MF,EDS CU,Credit Union,FR,240287,296515,REO
2030,New York,Ny,SFA,EDS CU,Credit Union,FR,150121,101982,90
2031,New York,Ny,SFA,First Horizon,Mtg Company,FR,550000,555555,0
2032,New York,Ny,MF,Wells,Bank,ARM,192172,196481,0
2033,New York,Ny,SFA,Fifth Third,Thrift,ARM,150121,210000,30
2033,New York,Ny,SFA,Fifth Third,Thrift,ARM,150121,210000,90
2034,New York,Ny,CO,Fifth Third,Thrift,FR,550000,605000,60
2035,New York,Ny,CO,PHH,Mtg Company,FR,250638,275977,0
2036,New York,Ny,SFA,Chase,Bank,FR,240287,296515,REO
2037,New York,Ny,CO,First Horizon,Mtg Company,ARM,325924,310281,60
2038,New York,NY,CO,First Horizon,Mtg Company,FR,550000,449533,90
2039,New York,NY,SFA,National City,Bank,FR,192172,196481,60
2040,New York,NY,MF,EDS CU,Credit Union,FR,150121,210000,0
2041,New York,NY,MF,PHH,Mtg Company,FR,550000,570200,0
2042,New York,NY,SFA,PHH,Mtg Company,FR,192172,196481,0
2043,New York,NY,SFA,Chase,Bank,ARM,240287,296515,0
2044,New York,NY,MF,PHH,Mtg Company,ARM,325924,219316,30
2045,New York,NY,SFA,Wells,Bank,FR,250638,275977,0
2046,New York,NY,CO,PHH,Mtg Company,FR,192172,196481,30
2047,New York,NY,CO,EDS CU,Credit Union,FR,150121,101982,30
2048,New York,NY,SFA,National City,Bank,ARM,550000,449533,90
2049,New York,NY,CO,Chase,Bank,FR,192172,160000,60
2050,New York,NY,CO,National City,Bank,FR,240287,296515,0
2051,New York,NY,SFA,Fifth Third,Thrift,FR,325924,310281,60
2052,New York,NY,MF,BofA,Bank,FR,250638,275977,0
2053,New York,NY,MF,EDS CU,Credit Union,FR,192172,196481,60
2054,New York,NY,SFA,First Horizon,Mtg Company,ARM,150121,101982,30
2055,New York,NY,SFA,First Horizon,Mtg Company,ARM,550000,449533,90
2056,New York,NY,MF,Wells,Bank,FR,192172,196481,30
2057,New York,NY,SFA,Fifth Third,Thrift,FR,150121,101982,30
2058,New York,NY,CO,PHH,Mtg Company,FR,325924,310281,0
2059,New York,NY,CO,PHH,Mtg Company,ARM,250638,275977,0
2060,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,240287,296515,0
2061,Philadelphia,PA,CO,First Horizon,Mtg Company,ARM,150121,101982,30
2061,Philadelphia,PA,CO,First Horizon,Mtg Company,ARM,150121,101982,90
2062,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,550000,449533,60
2063,Philadelphia,PA,CO,Chase,Bank,ARM,192172,196481,60
2064,Philadelphia,PA,MF,PHH,Mtg Company,FR,150121,101982,90
2065,Philadelphia,PA,SFA,Wells,Bank,FR,550000,449533,60
2066,Philadelphia,PA,MF,PHH,Mtg Company,FR,250638,275977,0
2067,Philadelphia,PA,MF,EDS CU,Credit Union,FR,240287,296515,REO
2068,Philadelphia,PA,SFA,National City,Bank,ARM,150121,200000,0
2069,Philadelphia,PA,SFA,Chase,Bank,ARM,550000,650000,0
2070,Philadelphia,PA,MF,National City,Bank,ARM,192172,196481,0
2071,Philadelphia,PA,SFA,Fifth Third,Thrift,FR,150121,230000,0
2072,Philadelphia,PA,CO,BofA,Bank,ARM,550000,555000,30
2073,Philadelphia,PA,CO,EDS CU,Credit Union,FR,250638,275977,0
2074,Philadelphia,PA,CO,First Horizon,Mtg Company,ARM,240287,296515,REO
2075,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,325924,340000,0
2076,Philadelphia,PA,MF,Wells,Bank,FR,550000,449533,90
2077,Philadelphia,PA,SFA,Fifth Third,Thrift,FR,192172,196481,30
2078,Philadelphia,PA,MF,PHH,Mtg Company,FR,150121,215000,0
2079,Philadelphia,PA,MF,PHH,Mtg Company,ARM,550000,800000,0
2080,Philadelphia,PA,SFA,Chase,Bank,ARM,192172,196481,0
2081,Philadelphia,pa,SFA,First Horizon,Mtg Company,ARM,240287,296515,0
2082,Philadelphia,PA,MF,Wells,Bank,FR,150121,160000,30
2082,Philadelphia,PA,MF,Wells,Bank,FR,150121,160000,90
2083,Philadelphia,pa,SFA,First Horizon,Mtg Company,ARM,550000,650000,60
2084,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,192172,196481,60
2084,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,192172,196481,REO
2085,Philadelphia,PA,CO,BofA,Bank,ARM,150121,175000,30
2086,Philadelphia,PA,CO,Chase,Bank,FR,550000,700000,0
2087,Philadelphia,pa,CO,PHH,Mtg Company,FR,250638,275977,0
2088,Philadelphia,PA,MF,PHH,Mtg Company,FR,240287,296515,REO
2089,Philadelphia,PA,SFA,Wells,Bank,FR,150121,101982,90
2090,Philadelphia,PA,MF,EDS CU,Credit Union,ARM,550000,555555,0
2091,Philadelphia,PA,MF,National City,Bank,ARM,192172,196481,0
2092,Philadelphia,PA,SFA,National City,Bank,ARM,150121,210000,30
2092,Philadelphia,PA,SFA,National City,Bank,ARM,150121,210000,90
2093,Philadelphia,PA,SFA,Chase,Bank,FR,550000,605000,60
2094,Philadelphia,PA,MF,Fifth Third,Thrift,ARM,250638,275977,0
2095,Philadelphia,PA,SFA,BofA,Bank,FR,240287,296515,REO
2096,Philadelphia,PA,CO,BofA,Bank,ARM,325924,310281,60
2097,Philadelphia,PA,CO,EDS CU,Credit Union,FR,550000,449533,90
2098,Philadelphia,PA,CO,First Horizon,Mtg Company,FR,192172,196481,60
2099,Philadelphia,PA,CO,Wells,Bank,FR,150121,210000,0
2100,Philadelphia,PA,MF,Wells,Bank,FR,550000,570200,0
2101,Philadelphia,PA,SFA,Fifth Third,Thrift,ARM,192172,196481,0
2102,Philadelphia,PA,MF,BofA,Bank,ARM,240287,296515,0
2103,Philadelphia,PA,MF,Fifth Third,Thrift,ARM,325924,219316,30
2104,Philadelphia,PA,SFA,National City,Bank,FR,250638,275977,0
2105,Philadelphia,PA,SFA,National City,Bank,ARM,192172,196481,30
2106,Philadelphia,PA,MF,Wells,Bank,FR,150121,101982,30
2107,Philadelphia,PA,SFA,First Horizon,Mtg Company,ARM,550000,449533,90
2108,Philadelphia,PA,CO,BofA,Bank,FR,192172,160000,60
2109,Philadelphia,PA,CO,BofA,Bank,FR,240287,296515,0
2110,Philadelphia,PA,CO,Chase,Bank,FR,325924,310281,60
2111,Philadelphia,PA,CO,PHH,Mtg Company,FR,250638,275977,0
2112,Philadelphia,PA,MF,Wells,Bank,ARM,192172,196481,60
2113,Philadelphia,PA,SFA,PHH,Mtg Company,ARM,150121,101982,30
2114,Philadelphia,PA,MF,EDS CU,Credit Union,ARM,550000,449533,90
2115,Philadelphia,PA,MF,National City,Bank,FR,192172,196481,30
2116,Philadelphia,PA,SFA,Chase,Bank,ARM,150121,101982,30
2117,Philadelphia,PA,SFA,National City,Bank,FR,325924,310281,0
2118,Philadelphia,PA,MF,Fifth Third,Thrift,ARM,250638,275977,0
2119,Philadelphia,PA,SFA,BofA,Bank,FR,240287,296515,0
2120,Philadelphia,PA,CO,EDS CU,Credit Union,FR,150121,101982,30
2120,Philadelphia,PA,CO,EDS CU,Credit Union,FR,150121,101982,90
2121,Philadelphia,PA,CO,National City,Bank,FR,550000,449533,60
2122,Philadelphia,PA,CO,National City,Bank,FR,192172,196481,60
2123,Philadelphia,PA,CO,EDS CU,Credit Union,ARM,150121,101982,90
2124,Philadelphia,PA,MF,PHH,Mtg Company,ARM,550000,449533,60
2125,Philadelphia,PA,SFA,BofA,Bank,ARM,250638,275977,0
2126,Philadelphia,PA,MF,BofA,Bank,FR,240287,296515,REO
2127,Philadelphia,PA,MF,Fifth Third,Thrift,ARM,150121,200000,0
2128,Philadelphia,PA,SFA,National City,Bank,FR,550000,650000,0
2129,Philadelphia,PA,SFA,Wells,Bank,ARM,192172,196481,0
2130,Philadelphia,PA,MF,Wells,Bank,FR,150121,230000,0
2131,Philadelphia,PA,SFA,First Horizon,Mtg Company,FR,550000,555000,30
2132,Philadelphia,PA,CO,BofA,Bank,FR,250638,275977,0
2133,Philadelphia,PA,CO,Chase,Bank,FR,240287,296515,REO
2134,Philadelphia,PA,CO,Chase,Bank,ARM,325924,340000,0
2135,Philadelphia,PA,CO,PHH,Mtg Company,ARM,550000,449533,90
2136,Philadelphia,PA,MF,Wells,Bank,ARM,192172,196481,30
2137,Philadelphia,PA,SFA,EDS CU,Credit Union,FR,150121,215000,0
2138,Philadelphia,PA,MF,EDS CU,Credit Union,ARM,550000,800000,0
2455,Pittsburgh,PA,MF,PHH,Mtg Company,FR,550000,449533,90
